"SYMBOL","ENTREZID"
"RBP3","5949"
"OR10T2","128360"
"GNG11","2791"
"TICAM2","353376"
"OR2D2","120776"
"PRPF40B","25766"
"MTPN","136319"
"AP5B1","91056"
"PTGIS","5740"
"FAM210A","125228"
"PEF1","553115"
"FAIM","55179"
"BDKRB1","623"
"ORC4","5000"
"TMSB10","9168"
"LYRM9","201229"
"AIF1","199"
"CLEC4C","170482"
"SDCCAG3",NA
"SH2D6","284948"
"EIF4EBP1","1978"
"TAS2R9","50835"
"JKAMP","51528"
"OR2S2","56656"
"C5orf52","100190949"
"FUT6","2528"
"FRRS1","391059"
"THOC6","79228"
"BAALC","79870"
"AADACL2","344752"
"BBOX1","8424"
"TMEM141","85014"
"TMEM217","221468"
"SPESP1","246777"
"CABP7","164633"
"UBALD1","124402"
"YWHAQ","10971"
"NAAA","27163"
"RSPH4A","345895"
"FUT7","2529"
"XAB2","56949"
"SLC44A4","80736"
"RAB22A","57403"
"ILDR2","387597"
"ZNF236","7776"
"AP1S2","8905"
"TAC3","6866"
"BAD","572"
"HEBP1","50865"
"TRIM44","54765"
"TXNRD3","114112"
"MYBPH","4608"
"RAG2","5897"
"LPCAT1","79888"
"NACC2","138151"
"KRTAP10-10","353333"
"WWTR1","25937"
"POU3F4","5456"
"ATAD3A","55210"
"IGFL1","374918"
"CDNF","441549"
"DYNLT1","6993"
"OR1S1","219959"
"C20orf166",NA
"ADAMTS1","9510"
"SMCO1","255798"
"GPC1","2817"
"ABHD8","79575"
"SRSF3","6428"
"C8orf76","84933"
"UBTD1","80019"
"PARN","5073"
"AARD","441376"
"KCNQ2","3785"
"BTBD8","284697"
"MYBPC2","4606"
"AHSA2",NA
"RWDD1","51389"
"C1orf228",NA
"ETV4","2118"
"PPP1R3A","5506"
"C14orf39","317761"
"TSACC","128229"
"PDE4D","5144"
"CHAD","1101"
"GRASP","160622"
"LPIN3","64900"
"ARL10","285598"
"HDHD3","81932"
"MS4A15","219995"
"OTUD6B","51633"
"BSCL2","26580"
"LEPROTL1","23484"
"IGFL4","444882"
"KHDC1L","100129128"
"PDIA5","10954"
"TLR10","81793"
"DPEP3","64180"
"INSIG2","51141"
"PDIA3","2923"
"CCDC38","120935"
"CCRN4L",NA
"CSNK1A1L","122011"
"F2RL1","2150"
"OR9K2","441639"
"IFNL2","282616"
"MAP1A","4130"
"DLG3","1741"
"C19orf10",NA
"SH2D1B","117157"
"SPTBN4","57731"
"TRIT1","54802"
"TLX3","30012"
"PTCD1","26024"
"SUGP2","10147"
"JPH2","57158"
"LAIR2","3904"
"NCF2","4688"
"CCDC160","347475"
"C1orf52","148423"
"CHMP4B","128866"
"MIEN1","84299"
"SLC25A36","55186"
"ZBTB25","7597"
"MAPK14","1432"
"PADI4","23569"
"B4GALT3","8703"
"HUS1","3364"
"TAAR8","83551"
"TCF7","6932"
"GFI1","2672"
"SLC2A6","11182"
"ADIRF","10974"
"NCKAP1L","3071"
"KRT76","51350"
"MCF2L2","23101"
"NCOA4","8031"
"ERP29","10961"
"WBP2NL","164684"
"CAPSL","133690"
"KLRB1","3820"
"POMT1","10585"
"C8orf4",NA
"C20orf24",NA
"TNPO2","30000"
"RALGAPA1","253959"
"SLC25A33","84275"
"ALDH1L1","10840"
"CETN2","1069"
"TRMT10A","93587"
"RNF148","378925"
"CCL11","6356"
"MRPS9","64965"
"SENP2","59343"
"AHSP","51327"
"NXPE3","91775"
"ANKRD45","339416"
"IL4","3565"
"TLR6","10333"
"RPRD2","23248"
"GPR83","10888"
"PIK3R4","30849"
"PODXL","5420"
"FTHL17","53940"
"LY6G6D","58530"
"CCL28","56477"
"TSSK3","81629"
"PAQR4","124222"
"REN","5972"
"RAB30","27314"
"ESRP2","80004"
"TLK2","11011"
"ZDHHC11B","653082"
"SREK1","140890"
"EEF2K","29904"
"ALCAM","214"
"GPNMB","10457"
"IGIP","492311"
"KIF21B","23046"
"HIST1H3E","8353"
"CXCL17","284340"
"FOXM1","2305"
"KLHL35","283212"
"PSMD10","5716"
"TDRD15","100129278"
"HIST1H2AG","8969"
"CDRT4","284040"
"DEFB125","245938"
"HSPB7","27129"
"OR10AG1","282770"
"NAA16","79612"
"C15orf40","123207"
"GTPBP3","84705"
"OSCP1","127700"
"RPAIN","84268"
"OR4C3","256144"
"GYPA","2993"
"ARHGAP9","64333"
"GCSAM","257144"
"LIPK","643414"
"SEPHS2","22928"
"ATF1","466"
"GSTM2","2946"
"TP53INP2","58476"
"FUT4","2526"
"AMIGO2","347902"
"PAQR5","54852"
"SPTLC2","9517"
"C2CD4A","145741"
"EVI2B","2124"
"PPP1R3C","5507"
"HIST1H2AA","221613"
"IFT122","55764"
"ZYX","7791"
"SLC5A1","6523"
"CRKL","1399"
"GSTM5","2949"
"INSM1","3642"
"CLIC3","9022"
"FGFR4","2264"
"TCF24","100129654"
"APRT","353"
"DAZL","1618"
"TCF7L1","83439"
"LDHA","3939"
"RLTPR",NA
"PANX2","56666"
"C4orf48","401115"
"PTTG1","9232"
"HMSD","284293"
"CXorf56","63932"
"PABPC1L","80336"
"UNC119","9094"
"DDX3X","1654"
"SEPW1",NA
"VGLL2","245806"
"PIM2","11040"
"SCUBE2","57758"
"HLA-G","3135"
"AGPAT6",NA
"UBXN2B","137886"
"HNRNPA3","220988"
"CALCOCO1","57658"
"CCL25","6370"
"PPBP","5473"
"MUSTN1","389125"
"GJC1","10052"
"FUT3","2525"
"WDR76","79968"
"TM4SF18","116441"
"GLRX5","51218"
"PDCD5","9141"
"TAMM41","132001"
"NKX3-2","579"
"TXNDC15","79770"
"TREML4","285852"
"TMED9","54732"
"CHMP4A","29082"
"GUCA1B","2979"
"TSGA10","80705"
"PLA2G4A","5321"
"ZRSR1",NA
"SWT1","54823"
"OR1L6","392390"
"MCPH1","79648"
"KIFC1","3833"
"SFTA2","389376"
"NEK6","10783"
"INPP5B","3633"
"IQCJ","654502"
"GHITM","27069"
"NDRG2","57447"
"BLMH","642"
"CCDC7","79741"
"LEF1","51176"
"ERN2","10595"
"MS4A6E","245802"
"LARP1B","55132"
"SLC45A4","57210"
"ICOS","29851"
"ZNF485","220992"
"TCP11L1","55346"
"COG5","10466"
"KLF2","10365"
"DLL4","54567"
"WDR36","134430"
"PPP1R26","9858"
"FANCF","2188"
"TRABD2B","388630"
"RGS18","64407"
"AGAP2","116986"
"RPS6KB2","6199"
"DBF4B","80174"
"TMEM50A","23585"
"HES2","54626"
"OR8K3","219473"
"MDS2","259283"
"PPFIA3","8541"
"KIF15","56992"
"DEFB113","245927"
"CHAMP1","283489"
"FAM111B","374393"
"ZCCHC24","219654"
"PSME2","5721"
"CNBD2","140894"
"PLEKHA8","84725"
"OSGIN1","29948"
"LRRD1","401387"
"MINPP1","9562"
"HDAC7","51564"
"BANP","54971"
"EPHX4","253152"
"GRAMD2",NA
"SMIM18","100507341"
"OBSCN","84033"
"LCMT2","9836"
"PON2","5445"
"C9orf9",NA
"SH3D21","79729"
"KRT33A","3883"
"ZNF665","79788"
"IGFBP5","3488"
"CYP3A43","64816"
"ZNF286A","57335"
"SLC39A1","27173"
"NDUFA4L2","56901"
"OSBPL2","9885"
"HPCAL1","3241"
"CXorf58","254158"
"AK3","50808"
"LEFTY1","10637"
"RIF1","55183"
"RSC1A1","6248"
"MAP6","4135"
"UQCC",NA
"PLSCR2","57047"
"EPPK1","83481"
"NAT2","10"
"DEFB123","245936"
"TMEM14A","28978"
"PSG5","5673"
"TPM1","7168"
"GNPNAT1","64841"
"FHIT","2272"
"LILRA2","11027"
"C11orf44","283171"
"ATP6V1G3","127124"
"TANK","10010"
"OR12D3","81797"
"S1PR4","8698"
"MRPL2","51069"
"PATE1","160065"
"SETDB1","9869"
"HAUS6","54801"
"BMP8A","353500"
"ZNF383","163087"
"KRT78","196374"
"AAED1",NA
"DSTN","11034"
"SNX7","51375"
"PRDM15","63977"
"ANKRD53","79998"
"NDP","4693"
"RNASEK","440400"
"CORO7","79585"
"PTDSS1","9791"
"CD109","135228"
"KCTD6","200845"
"GZMA","3001"
"WNT11","7481"
"CELF2","10659"
"ZBED5","58486"
"SAMD12","401474"
"OR10H3","26532"
"ANP32A","8125"
"PAIP2B","400961"
"VEGFB","7423"
"LDOC1","23641"
"OSBPL7","114881"
"RAET1G","353091"
"CAPZB","832"
"RPAP3","79657"
"OR52J3","119679"
"PIP4K2C","79837"
"CD96","10225"
"IGSF9","57549"
"PSG4","5672"
"TYMP","1890"
"C9orf142",NA
"BEX5","340542"
"TBC1D10C","374403"
"TNP2","7142"
"SMIM21","284274"
"MAP2K7","5609"
"DPH2","1802"
"MORC1","27136"
"VSIG10L","147645"
"OR2B3","442184"
"CD300LD","100131439"
"NFYA","4800"
"ZNF616","90317"
"SFT2D2","375035"
"DENND3","22898"
"NDUFA1","4694"
"NISCH","11188"
"DEFB1","1672"
"IMMT","10989"
"KRT79","338785"
"IFI44","10561"
"STIP1","10963"
"SMPX","23676"
"ERLEC1","27248"
"DEPTOR","64798"
"ARL6IP5","10550"
"OR2Y1","134083"
"METTL4","64863"
"DUSP3","1845"
"FGR","2268"
"TRADD","8717"
"C1orf162","128346"
"MAST1","22983"
"ACTN3","89"
"KLC2","64837"
"SPPL2A","84888"
"RAP2A","5911"
"GREM1","26585"
"OR7E24","26648"
"ITGA7","3679"
"C17orf105",NA
"LAMB1","3912"
"SAMD11","148398"
"STARD7","56910"
"TMEM186","25880"
"FABP4","2167"
"THEM5","284486"
"GSK3A","2931"
"IL5","3567"
"RNF139","11236"
"IFNAR1","3454"
"C4orf40",NA
"B3GALT2","8707"
"SMR3A","26952"
"E2F6","1876"
"TOMM6","100188893"
"C6orf1",NA
"GKN2","200504"
"UBE2G1","7326"
"PPP1R14C","81706"
"USP46","64854"
"C5orf54",NA
"HIST1H2AE","3012"
"FBXL22","283807"
"SHANK3","85358"
"TEX30","93081"
"VPREB1","7441"
"LMTK3","114783"
"F5","2153"
"CYP2D6","1565"
"HCRT","3060"
"GPATCH11","253635"
"GAS8","2622"
"RNF223","401934"
"SNRPA","6626"
"CCL1","6346"
"IFIT2","3433"
"DIP2C","22982"
"UCP3","7352"
"KRTAP8-1","337879"
"FBLN7","129804"
"UGT2A1","10941"
"EGLN1","54583"
"OR6C75","390323"
"CSNK2A1","1457"
"CD302","9936"
"TGFA","7039"
"C14orf164",NA
"KRTAP26-1","388818"
"HIST3H3","8290"
"ZCCHC14","23174"
"ERLIN1","10613"
"TPGS1","91978"
"ZNF182","7569"
"PDE2A","5138"
"ELF5","2001"
"CCNJ","54619"
"OR52N4","390072"
"MYH7B","57644"
"IGLL1","3543"
"PGRMC2","10424"
"OLAH","55301"
"CATSPER2","117155"
"DDIT4","54541"
"EIF5A","1984"
"STRADA","92335"
"IL10","3586"
"DTD2","112487"
"CDKN3","1033"
"PPP1R27","116729"
"TPRKB","51002"
"OR1D2","4991"
"CDKL3","51265"
"CLCNKB","1188"
"RPS6KA4","8986"
"ZNF669","79862"
"ID3","3399"
"PLEK2","26499"
"GNPDA2","132789"
"OAS3","4940"
"PRAC",NA
"ZNF471","57573"
"DYNC1I2","1781"
"CRIPT","9419"
"UCHL1","7345"
"MRGPRE","116534"
"BCCIP","56647"
"GPX8","493869"
"OR51V1","283111"
"FAM177A1","283635"
"SLC2A14","144195"
"TNFSF13","8741"
"CCDC23",NA
"SGPL1","8879"
"ZNF573","126231"
"GSDMC","56169"
"NRL","4901"
"MAP1LC3A","84557"
"SLC4A7","9497"
"NFATC2","4773"
"HMGN4","10473"
"RPRML","388394"
"KRTAP5-1","387264"
"GSTO1","9446"
"RBM43","375287"
"GPR45","11250"
"SMARCD2","6603"
"GRAP","10750"
"RIT1","6016"
"PYCARD","29108"
"FLT4","2324"
"FADS3","3995"
"TAF9B","51616"
"TAF5","6877"
"CNEP1R1","255919"
"ALPK3","57538"
"FIGLA","344018"
"USP47","55031"
"UCK1","83549"
"SECTM1","6398"
"RAB2B","84932"
"SAA4","6291"
"MC1R","4157"
"EN1","2019"
"COX7A2L","9167"
"ELMOD2","255520"
"OXGR1","27199"
"ZNF846","162993"
"XPNPEP3","63929"
"CHURC1","91612"
"RNF169","254225"
"ZNF25","219749"
"CCDC54","84692"
"IER5","51278"
"CENPF","1063"
"PAPLN","89932"
"CHIC1","53344"
"FAM53C","51307"
"OSTN","344901"
"PPARD","5467"
"CMC4","100272147"
"C1orf27",NA
"AKAP5","9495"
"GLUL","2752"
"PDZD11","51248"
"GMDS","2762"
"CXCL5","6374"
"MRPS12","6183"
"CRP","1401"
"ZNF610","162963"
"GGCX","2677"
"C5orf48",NA
"TGDS","23483"
"CCDC146","57639"
"COMMD8","54951"
"METTL8","79828"
"KRTAP4-3","85290"
"SETD8",NA
"OR5D14","219436"
"HCAR3","8843"
"SPINK14","408187"
"5-Sep",NA
"CRYBB2","1415"
"C11orf34",NA
"ACER2","340485"
"PDCD6","10016"
"RAB27A","5873"
"NLRP10","338322"
"C5orf28",NA
"ACSM2A","123876"
"CD248","57124"
"MFAP4","4239"
"ZNF614","80110"
"HLA-E","3133"
"ARID5B","84159"
"NUDT17","200035"
"PATE4","399968"
"SRRM2","23524"
"SP7","121340"
"ZBTB6","10773"
"LLGL1","3996"
"NAT6",NA
"BCAM","4059"
"FAM173A","65990"
"ANAPC16","119504"
"SCGB2A2","4250"
"MICALL1","85377"
"PILRB","29990"
"NIPA1","123606"
"ZNF563","147837"
"SLC35D2","11046"
"OR5L2","26338"
"LECT2","3950"
"RBM10","8241"
"NPRL3","8131"
"PRDX2","7001"
"VPS33A","65082"
"PNCK","139728"
"CALCA","796"
"DNM2","1785"
"FOXP4","116113"
"SYCP2","10388"
"CCDC51","79714"
"ZNF345","25850"
"CCDC74B","91409"
"NIPSNAP3A","25934"
"KRT81","3887"
"BTRC","8945"
"ZCWPW2","152098"
"STAT5A","6776"
"MNAT1","4331"
"PHF13","148479"
"PTH2","113091"
"GCNT4","51301"
"ARL14EPL","644100"
"C16orf11",NA
"DPH1","1801"
"RHEBL1","121268"
"C17orf100","388327"
"MLF1IP",NA
"ZNF404","342908"
"ST3GAL5","8869"
"SYCP1","6847"
"WBP1L","54838"
"CACFD1","11094"
"NDUFB6","4712"
"LDHAL6B","92483"
"DENND2D","79961"
"LIPT2","387787"
"SLC22A10","387775"
"EARS2","124454"
"UPK3B","105375355"
"ZDHHC21","340481"
"CXorf38","159013"
"CCDC71L","168455"
"YBX2","51087"
"GUCA1C","9626"
"C3orf58",NA
"TMEM115","11070"
"COL5A1","1289"
"TMEM82","388595"
"MCM10","55388"
"PLA2G7","7941"
"LRRTM2","26045"
"GTF2IRD1","9569"
"KIAA1432",NA
"NDUFA11","126328"
"MUC7","4589"
"PTGER1","5731"
"FAM24B","196792"
"KIAA0930","23313"
"H1FOO","132243"
"RPS6KL1","83694"
"1-Dec",NA
"ANKS3","124401"
"WDSUB1","151525"
"SPINK2","6691"
"PRADC1","84279"
"ZNF284","342909"
"PPAPDC3",NA
"PAM16","51025"
"BMP1","649"
"HGFAC","3083"
"TRMT13","54482"
"TAF9","6880"
"HRASLS2",NA
"SH3BGRL3","83442"
"ASUN",NA
"CNPY1","285888"
"ZNF480","147657"
"OR6C3","254786"
"METTL18","92342"
"BCDIN3D","144233"
"NEK7","140609"
"PHF6","84295"
"STK35","140901"
"IL17A","3605"
"TUSC1","286319"
"RNASET2","8635"
"NCSTN","23385"
"SLC19A1","6573"
"VAV2","7410"
"SRD5A3","79644"
"FAM20B","9917"
"CCL20","6364"
"WDFY3","23001"
"RNF183","138065"
"XIRP1","165904"
"ZP3","7784"
"HNRNPH1","3187"
"TRAM1","23471"
"OR4F6","390648"
"KCNK16","83795"
"SLC6A9","6536"
"CCDC112","153733"
"NDUFA6","4700"
"ASPHD2","57168"
"KRTAP10-7","386675"
"KIAA1211","57482"
"ZMYND10","51364"
"CTSS","1520"
"ITGB1","3688"
"ANKRA2","57763"
"ENPP3","5169"
"TXNDC8","255220"
"TPD52L3","89882"
"FKBP9","11328"
"TAS2R39","259285"
"PIGO","84720"
"OR52L1","338751"
"EI24","9538"
"PRR19","284338"
"NSUN2","54888"
"SFXN1","94081"
"ATP1B3","483"
"P2RX2","22953"
"BCAN","63827"
"GLYATL3","389396"
"UBXN7","26043"
"LRRC39","127495"
"PRMT7","54496"
"MYOG","4656"
"VAMP3","9341"
"LIN28A","79727"
"NPW","283869"
"TBCB","1155"
"RERGL","79785"
"REC8","9985"
"SCFD2","152579"
"BAK1","578"
"C19orf53","28974"
"PMP2","5375"
"TRIM47","91107"
"HS3ST3B1","9953"
"MUM1L1",NA
"OR5AP2","338675"
"SMPD1","6609"
"WNT10B","7480"
"MS4A1","931"
"PDZK1","5174"
"VEGFC","7424"
"ZNF230","7773"
"TMED5","50999"
"TUBA3C","7278"
"NEK2","4751"
"AP1G1","164"
"PLEKHF2","79666"
"SOX17","64321"
"WISP1",NA
"TNKS1BP1","85456"
"PRDM9","56979"
"COMMD7","149951"
"DNAAF3","352909"
"LMAN1L","79748"
"AK8","158067"
"SOX12","6666"
"DNAJB8","165721"
"MRO","83876"
"RHOV","171177"
"TRIP6","7205"
"SERHL2","253190"
"COX7B2","170712"
"OR1A2","26189"
"NME7","29922"
"ADH5","128"
"C12orf54","121273"
"BRK1","55845"
"FAM90A1","55138"
"AKAP14","158798"
"SEMA3F","6405"
"TRA2A","29896"
"NELL2","4753"
"ALDH3B1","221"
"SLC7A13","157724"
"VIMP",NA
"ATAD1","84896"
"GMFB","2764"
"CLDN4","1364"
"C6orf223","221416"
"FOXH1","8928"
"RWDD3","25950"
"MAN1A1","4121"
"LTK","4058"
"DUSP23","54935"
"MRPL52","122704"
"CSN1S1","1446"
"OR51A7","119687"
"COQ10B","80219"
"TMEM161B","153396"
"NDUFB8","4714"
"HSPB1","3315"
"TMEM248","55069"
"TNFRSF10C","8794"
"ZFP30","22835"
"TBKBP1","9755"
"COX4I2","84701"
"INIP","58493"
"MT1B","4490"
"CD164","8763"
"MRC2","9902"
"TMEM55A",NA
"LGALS9","3965"
"GBP6","163351"
"FAT3","120114"
"SLC33A1","9197"
"FLNB","2317"
"MT1G","4495"
"C2orf61",NA
"KRT15","3866"
"AHCYL2","23382"
"EQTN","54586"
"ZNF362","149076"
"FANCG","2189"
"FAM150B",NA
"ZNF84","7637"
"ACTL8","81569"
"M1AP","130951"
"ALDH7A1","501"
"GPR97",NA
"ATXN7L3","56970"
"NUDT13","25961"
"ATCAY","85300"
"RRBP1","6238"
"PPP1R14B","26472"
"FOSL1","8061"
"WDR26","80232"
"SNX16","64089"
"B4GALT5","9334"
"C7orf69","80099"
"CCL18","6362"
"OR56A1","120796"
"ZNF695","57116"
"LSM2","57819"
"CANT1","124583"
"PRSS3","5646"
"TRIM46","80128"
"C20orf173","140873"
"FAM26F",NA
"C4orf33","132321"
"GTSF1L","149699"
"BROX","148362"
"SLC3A2","6520"
"CCDC82","79780"
"EDNRA","1909"
"NMS","129521"
"OR10D3","26497"
"POT1","25913"
"GCLC","2729"
"CLIP2","7461"
"OTUD4","54726"
"C11orf53","341032"
"HMGN3","9324"
"C6orf25",NA
"CRYGB","1419"
"PAX7","5081"
"MSMO1","6307"
"FUT5","2527"
"TMEM144","55314"
"PSAT1","29968"
"FAM229B","619208"
"ABHD6","57406"
"MT4","84560"
"ENTPD7","57089"
"ITIH4","3700"
"ATOH1","474"
"OR2A14","135941"
"MSTO1","55154"
"OBP2B","29989"
"ADD2","119"
"MRVI1","10335"
"LIG4","3981"
"GPR151","134391"
"ACIN1","22985"
"MFN1","55669"
"RCOR1","23186"
"GFRAL","389400"
"GDPD2","54857"
"EMC3","55831"
"RAD17","5884"
"PRKAB2","5565"
"C8orf22",NA
"OR1L8","138881"
"IL20","50604"
"TNNC1","7134"
"SPDYE3","441272"
"LYPLA2","11313"
"ABCC6","368"
"ADAMTSL4","54507"
"ACOT8","10005"
"IFRD1","3475"
"TSPAN10","83882"
"DOT1L","84444"
"OR51D1","390038"
"C2orf53",NA
"CLEC6A","93978"
"MAGEA12","4111"
"PLEKHB1","58473"
"IL11RA","3590"
"OR8U1","219417"
"CCL16","6360"
"KRTAP6-1","337966"
"LRRC72","100506049"
"PIK3C2B","5287"
"PPP4R2","151987"
"NPY1R","4886"
"MMP23B","8510"
"ROGDI","79641"
"CHCHD10","400916"
"CYP11B1","1584"
"YIPF6","286451"
"TRIM37","4591"
"C2orf42","54980"
"SPZ1","84654"
"URB2","9816"
"SASS6","163786"
"ZNF484","83744"
"OR7G3","390883"
"GRM4","2914"
"KRBOX4","55634"
"MRGPRD","116512"
"KLK2","3817"
"ZBTB2","57621"
"DNAJB12","54788"
"ORC2","4999"
"TEX26","122046"
"RAB15","376267"
"C12orf23",NA
"GTF2H1","2965"
"TADA1","117143"
"SCN2B","6327"
"PDE6H","5149"
"PGBD2","267002"
"FBXO45","200933"
"ZNF468","90333"
"CAMK2N2","94032"
"C7orf61","402573"
"FBXW9","84261"
"ZNF629","23361"
"PRSS12","8492"
"LALBA","3906"
"ZFAND2A","90637"
"HIST1H3J","8356"
"ZNF583","147949"
"LEAP2","116842"
"TMEM109","79073"
"ACADM","34"
"APOLD1","81575"
"CR1L","1379"
"LHX6","26468"
"SMLR1","100507203"
"RGSL1","353299"
"DDT","1652"
"CTBS","1486"
"SLC35E2",NA
"RPL22","6146"
"CCPG1","9236"
"SNCA","6622"
"YTHDC2","64848"
"HAVCR1","26762"
"METTL23","124512"
"GPR3","2827"
"SNX14","57231"
"HBB","3043"
"C2orf47",NA
"HCAR1","27198"
"MUL1","79594"
"CLIC4","25932"
"GABARAPL1","23710"
"HCN4","10021"
"ZCCHC10","54819"
"TTC19","54902"
"ZNF267","10308"
"BRD9","65980"
"LLGL2","3993"
"STMN4","81551"
"ACTR8","93973"
"ARPC5","10092"
"THAP10","56906"
"10-Sep",NA
"ZNF433","163059"
"GARNL3","84253"
"ZNF575","284346"
"FAM216A","29902"
"TUBA1C","84790"
"IGFL3","388555"
"PNPLA4","8228"
"FAM83A","84985"
"RTN4IP1","84816"
"C1orf122","127687"
"DUSP19","142679"
"ZBTB9","221504"
"GJB7","375519"
"GLUD1","2746"
"ID1","3397"
"HIST1H2BA","255626"
"FOXE3","2301"
"YIPF5","81555"
"ISM2","145501"
"ANKRD7","56311"
"DBH","1621"
"IL22RA2","116379"
"HBQ1","3049"
"KRTAP4-4","84616"
"ARV1","64801"
"C22orf46","79640"
"C14orf105",NA
"CNOT6","57472"
"NOA1","84273"
"KRTAP22-1","337979"
"SLC11A2","4891"
"CLIC1","1192"
"TIMMDC1","51300"
"COX6A2","1339"
"MT2A","4502"
"MPP2","4355"
"ENDOD1","23052"
"LHB","3972"
"OR2B2","81697"
"PAPOLA","10914"
"KBTBD2","25948"
"KRTAP5-2","440021"
"MPP6","51678"
"SCAMP3","10067"
"DHH","50846"
"GCDH","2639"
"MS4A12","54860"
"PCBD2","84105"
"ACE","1636"
"AGT","183"
"SLC44A3","126969"
"HOXC8","3224"
"UBE2K","3093"
"CCND3","896"
"COX6C","1345"
"TRIP10","9322"
"IL36B","27177"
"RNASE8","122665"
"ATP10A","57194"
"ZNF680","340252"
"SGK1","6446"
"B4GALNT2","124872"
"RGS14","10636"
"CDHR4","389118"
"ZSCAN25","221785"
"CD36","948"
"KLHL30","377007"
"DEFB135","613209"
"BTBD6","90135"
"OR4N5","390437"
"C16orf95","100506581"
"MFSD1","64747"
"HSBP1","3281"
"FEM1C","56929"
"TMEM35",NA
"YPEL3","83719"
"ZC3H7A","29066"
"TUBG2","27175"
"OR2F1","26211"
"HMMR","3161"
"SLC19A3","80704"
"BAI2",NA
"PTF1A","256297"
"KRT2","3849"
"DYNLL2","140735"
"CLCF1","23529"
"PPP1R1A","5502"
"FOXQ1","94234"
"ALKBH1","8846"
"CAPS2","84698"
"MAGEA10","4109"
"RIMKLB","57494"
"TTLL8","164714"
"SOX21","11166"
"ZCCHC3","85364"
"UGGT2","55757"
"INSRR","3645"
"WFDC12","128488"
"C4orf36","132989"
"PITRM1","10531"
"BRCA1","672"
"NOG","9241"
"HAAO","23498"
"ACER3","55331"
"PLGRKT","55848"
"ANLN","54443"
"GDPD5","81544"
"ENOPH1","58478"
"PSMG2","56984"
"PLEKHG6","55200"
"L1TD1","54596"
"SAR1A","56681"
"TRMT11","60487"
"SLC2A10","81031"
"ETHE1","23474"
"MAMDC2","256691"
"S100A16","140576"
"ZBTB12","221527"
"CHCHD3","54927"
"MCUR1","63933"
"NMB","4828"
"FANCL","55120"
"PEX10","5192"
"PKIB","5570"
"TTLL3","26140"
"AQP2","359"
"ZNF782","158431"
"STYX","6815"
"CHD1","1105"
"KANSL1L","151050"
"MS4A8","83661"
"C2orf62",NA
"GDAP1L1","78997"
"SLBP","7884"
"CARD18","59082"
"SLCO1B3","28234"
"C2orf15","150590"
"NDFIP1","80762"
"SLC13A5","284111"
"ZCCHC7","84186"
"TFIP11","24144"
"DDA1","79016"
"CHAC1","79094"
"VN1R1","57191"
"FANCD2OS","115795"
"SLC6A3","6531"
"SCAP","22937"
"OR7C2","26658"
"SLC25A15","10166"
"WDR85",NA
"WNK4","65266"
"HLCS","3141"
"PRKX","5613"
"PAEP","5047"
"CRISP3","10321"
"IFNW1","3467"
"GAS2L2","246176"
"PCSK9","255738"
"SLC34A3","142680"
"FZD1","8321"
"KRTAP10-8","386681"
"MFAP2","4237"
"UNC5C","8633"
"C3orf55",NA
"SMIM5","643008"
"EAF2","55840"
"CLLU1","574028"
"C1orf141","400757"
"IZUMO3","100129669"
"NUDT22","84304"
"CNTRL","11064"
"QPCT","25797"
"TCEAL7","56849"
"PODNL1","79883"
"ARIH2OS","646450"
"SPINK8","646424"
"FAAH","2166"
"RBM15B","29890"
"KRTAP6-3","337968"
"GPR107","57720"
"MROH5","389690"
"CHORDC1","26973"
"TTC39C","125488"
"C6orf195",NA
"SHROOM1","134549"
"BUB1","699"
"ZDHHC19","131540"
"C2orf88","84281"
"IL9","3578"
"GDPD4","220032"
"ZNF587B","100293516"
"HRAS","3265"
"CNOT2","4848"
"NPY4R","5540"
"S100A6","6277"
"TMEM105","284186"
"MFF","56947"
"WDR47","22911"
"RABEPK","10244"
"C6orf89","221477"
"CDK2AP1","8099"
"ACTG1","71"
"P2RY13","53829"
"SPAG5","10615"
"TRAPPC9","83696"
"PHF11","51131"
"CLCC1","23155"
"ABHD10","55347"
"ARID3B","10620"
"ZNF440","126070"
"ZFP2","80108"
"FGD2","221472"
"EMX1","2016"
"PRR13","54458"
"RYK","6259"
"OR51E1","143503"
"GPR19","2842"
"PWP1","11137"
"KCNJ10","3766"
"DMXL1","1657"
"RGMA","56963"
"RDH12","145226"
"RGS21","431704"
"CBLN4","140689"
"CRYGS","1427"
"KIAA0556","23247"
"SLCO1B7","338821"
"OR52N5","390075"
"APCDD1L","164284"
"BNIP2","663"
"MAGEB6","158809"
"C9orf172",NA
"NANOS1","340719"
"CCNH","902"
"PRKCDBP",NA
"PARP3","10039"
"11-Mar",NA
"ICT1",NA
"RNF41","10193"
"XG","7499"
"TM2D2","83877"
"EML6","400954"
"OR1I1","126370"
"SMTN","6525"
"SNAI1","6615"
"DCP2","167227"
"CTRB2","440387"
"CXorf24",NA
"NIPSNAP3B","55335"
"NMRK1","54981"
"C14orf182",NA
"SOCS3","9021"
"UGT2B17","7367"
"C5orf34","375444"
"CCDC169","728591"
"CLMP","79827"
"SORD","6652"
"CDK3","1018"
"C16orf97","388276"
"OR5P3","120066"
"TMEM120A","83862"
"SLC48A1","55652"
"PDZK1IP1","10158"
"BST2","684"
"SPRR4","163778"
"DLGAP5","9787"
"C19orf54","284325"
"LMOD1","25802"
"TDGF1","6997"
"OR2T6","254879"
"UBE2S","27338"
"NAALAD2","10003"
"OR52A5","390054"
